"cod_pais","cod_atleta","cod_desporto","evento","tipo_medalha"
"GBR","2401","ATH","4x100m Universal Relay","Silver Medal"
"GBR","3070","ATH","4x100m Universal Relay","Silver Medal"
"GBR","3706","ATH","4x100m Universal Relay","Silver Medal"
"KOR","1993","BDM","Men's Doubles WH","Silver Medal"
"KOR","2223","BDM","Men's Doubles WH","Silver Medal"
"KOR","2236","BDM","Men's Singles WH1","Silver Medal"
"KOR","1993","BDM","Men's Singles WH2","Silver Medal"
"GBR","420","BDM","Men's Singles SL3","Silver Medal"
"IND","4384","BDM","Men's Singles SL4","Silver Medal"
"INA","983","BDM","Men's Singles SU5","Silver Medal"
"HKG","729","BDM","Men's Singles SH6","Silver Medal"
"CHN","2336","BDM","Women's Doubles WH","Silver Medal"
"CHN","4392","BDM","Women's Doubles WH","Silver Medal"
"CHN","703","BDM","Women's Doubles SL3-SU5","Silver Medal"
"CHN","2387","BDM","Women's Doubles SL3-SU5","Silver Medal"
"THA","3191","BDM","Women's Singles WH1","Silver Medal"
"CHN","4338","BDM","Women's Singles WH2","Silver Medal"
"INA","2213","BDM","Women's Singles SL4","Silver Medal"
"JPN","3839","BDM","Women's Singles SU5","Silver Medal"
"FRA","2535","BDM","Mixed Doubles SL3-SU5","Silver Medal"
"FRA","2863","BDM","Mixed Doubles SL3-SU5","Silver Medal"
"MAS","4273","BOC","Individual - BC1","Silver Medal"
"THA","4212","BOC","Individual - BC2","Silver Medal"
"GRE","3186","BOC","Individual - BC3","Silver Medal"
"THA","2193","BOC","Individual - BC4","Silver Medal"
"JPN","1931","BOC","Pairs - BC3","Silver Medal"
"JPN","3867","BOC","Pairs - BC3","Silver Medal"
"JPN","3891","BOC","Pairs - BC3","Silver Medal"
"HKG","2200","BOC","Pairs - BC4","Silver Medal"
"HKG","2275","BOC","Pairs - BC4","Silver Medal"
"HKG","4315","BOC","Pairs - BC4","Silver Medal"
"CHN","2181","BOC","Team - BC1/BC2","Silver Medal"
"CHN","4358","BOC","Team - BC1/BC2","Silver Medal"
"CHN","4457","BOC","Team - BC1/BC2","Silver Medal"
"BRA","620","CSP","Men's Kayak Single 200m - KL1","Silver Medal"
"UKR","3850","CSP","Men's Kayak Single 200m - KL2","Silver Medal"
"RPC","2118","CSP","Men's Kayak Single 200m - KL3","Silver Medal"
"USA","1582","CSP","Men's Va'a Single 200m - VL2","Silver Medal"
"BRA","4181","CSP","Men's Va'a Single 200m - VL3","Silver Medal"
"UKR","2531","CSP","Women's Kayak Single 200m - KL1","Silver Medal"
"GBR","4297","CSP","Women's Kayak Single 200m - KL2","Silver Medal"
"FRA","320","CSP","Women's Kayak Single 200m - KL3","Silver Medal"
"AUS","3572","CSP","Women's Va'a Single 200m - VL2","Silver Medal"
"ITA","2536","CRD","Men's H1-2 Road Race","Silver Medal"
"BEL","652","CRD","Men's T1-2 Road Race","Silver Medal"
"SUI","1267","CRD","Men's H3 Road Race","Silver Medal"
"GBR","1452","CRD","Men's C1-3 Road Race","Silver Medal"
"NED","311","CRD","Men's B Road Race","Silver Medal"
"AUT","1276","CRD","Men's H4 Road Race","Silver Medal"
"FRA","4174","CRD","Men's H5 Road Race","Silver Medal"
"UKR","957","CRD","Men's C4-5 Road Race","Silver Medal"
"USA","1942","CRD","Men's C1 Time Trial","Silver Medal"
"ITA","789","CRD","Men's H1 Time Trial","Silver Medal"
"BEL","4217","CRD","Men's C2 Time Trial","Silver Medal"
"ITA","2536","CRD","Men's H2 Time Trial","Silver Medal"
"ITA","1179","CRD","Men's T1-2 Time Trial","Silver Medal"
"GER","4260","CRD","Men's C3 Time Trial","Silver Medal"
"GER","2595","CRD","Men's H3 Time Trial","Silver Medal"
"NED","3949","CRD","Men's B Time Trial","Silver Medal"
"SVK","2602","CRD","Men's C4 Time Trial","Silver Medal"
"AUT","1276","CRD","Men's H4 Time Trial","Silver Medal"
"UKR","957","CRD","Men's C5 Time Trial","Silver Medal"
"FRA","4174","CRD","Men's H5 Time Trial","Silver Medal"
"FRA","1851","CRD","Mixed H1-5 Team Relay","Silver Medal"
"FRA","3921","CRD","Mixed H1-5 Team Relay","Silver Medal"
"FRA","4174","CRD","Mixed H1-5 Team Relay","Silver Medal"
"GER","1046","CRD","Women's T1-2 Road Race","Silver Medal"
"SWE","360","CRD","Women's C1-3 Road Race","Silver Medal"
"GBR","4086","CRD","Women's B Road Race","Silver Medal"
"GER","4444","CRD","Women's H1-4 Road Race","Silver Medal"
"CHN","3825","CRD","Women's H5 Road Race","Silver Medal"
"GBR","2184","CRD","Women's C4-5 Road Race","Silver Medal"
"AUS","782","CRD","Women's T1-2 Time Trial","Silver Medal"
"SWE","360","CRD","Women's C1-3 Time Trial","Silver Medal"
"GBR","1163","CRD","Women's B Time Trial","Silver Medal"
"ITA","3194","CRD","Women's H1-3 Time Trial","Silver Medal"
"AUS","3131","CRD","Women's C4 Time Trial","Silver Medal"
"CHN","3825","CRD","Women's H4-5 Time Trial","Silver Medal"
"GBR","2184","CRD","Women's C5 Time Trial","Silver Medal"
"FRA","2214","CTR","Men's C1-3 1000m Time Trial","Silver Medal"
"GBR","305","CTR","Men's B 1000m Time Trial","Silver Medal"
"GBR","834","CTR","Men's C4-5 1000m Time Trial","Silver Medal"
"CAN","708","CTR","Men's C1 3000m Individual Pursuit","Silver Medal"
"AUS","1620","CTR","Men's C2 3000m Individual Pursuit","Silver Medal"
"GBR","1452","CTR","Men's C3 3000m Individual Pursuit","Silver Medal"
"GBR","346","CTR","Men's B 4000m Individual Pursuit","Silver Medal"
"ROU","2883","CTR","Men's C4 4000m Individual Pursuit","Silver Medal"
"AUS","1025","CTR","Men's C5 4000m Individual Pursuit","Silver Medal"
"CHN","2171","CTR","Mixed C1-5 750m Team Sprint","Silver Medal"
"CHN","2297","CTR","Mixed C1-5 750m Team Sprint","Silver Medal"
"CHN","4326","CTR","Mixed C1-5 750m Team Sprint","Silver Medal"
"NED","2871","CTR","Women's C1-3 500m Time Trial","Silver Medal"
"CAN","2900","CTR","Women's C4-5 500m Time Trial","Silver Medal"
"GBR","2547","CTR","Women's B 1000m Time Trial","Silver Medal"
"CHN","4248","CTR","Women's C1-3 3000m Individual Pursuit","Silver Medal"
"IRL","1063","CTR","Women's B 3000m Individual Pursuit","Silver Medal"
"USA","2699","CTR","Women's C4 3000m Individual Pursuit","Silver Medal"
"GBR","2184","CTR","Women's C5 3000m Individual Pursuit","Silver Medal"
"LAT","3719","EQU","Individual Test - Grade I","Silver Medal"
"AUT","3224","EQU","Individual Test - Grade II","Silver Medal"
"GBR","298","EQU","Individual Test - Grade III","Silver Medal"
"BRA","3323","EQU","Individual Test - Grade IV","Silver Medal"
"GBR","4278","EQU","Individual Test - Grade V","Silver Medal"
"LAT","3719","EQU","Individual Freestyle Test - Grade I","Silver Medal"
"AUT","3224","EQU","Individual Freestyle Test - Grade II","Silver Medal"
"GBR","298","EQU","Individual Freestyle Test - Grade III","Silver Medal"
"SWE","1154","EQU","Individual Freestyle Test - Grade IV","Silver Medal"
"NED","1668","EQU","Individual Freestyle Test - Grade V","Silver Medal"
"NED","1668","EQU","Team Test to Music","Silver Medal"
"NED","4115","EQU","Team Test to Music","Silver Medal"
"NED","4206","EQU","Team Test to Music","Silver Medal"
"ARG","38","FB5","Men","Silver Medal"
"ARG","950","FB5","Men","Silver Medal"
"ARG","1149","FB5","Men","Silver Medal"
"ARG","1604","FB5","Men","Silver Medal"
"ARG","2264","FB5","Men","Silver Medal"
"ARG","2739","FB5","Men","Silver Medal"
"ARG","3001","FB5","Men","Silver Medal"
"ARG","3024","FB5","Men","Silver Medal"
"ARG","3103","FB5","Men","Silver Medal"
"ARG","4164","FB5","Men","Silver Medal"
"CHN","592","GBL","Men","Silver Medal"
"CHN","696","GBL","Men","Silver Medal"
"CHN","1680","GBL","Men","Silver Medal"
"CHN","2169","GBL","Men","Silver Medal"
"CHN","4370","GBL","Men","Silver Medal"
"CHN","4410","GBL","Men","Silver Medal"
"USA","781","GBL","Women","Silver Medal"
"USA","841","GBL","Women","Silver Medal"
"USA","965","GBL","Women","Silver Medal"
"USA","1695","GBL","Women","Silver Medal"
"USA","2502","GBL","Women","Silver Medal"
"USA","2626","GBL","Women","Silver Medal"
"USA","1436","JUD","Men -100 kg","Silver Medal"
"KAZ","3498","JUD","Men -60 kg","Silver Medal"
"ESP","1711","JUD","Men -66 kg","Silver Medal"
"KAZ","892","JUD","Men -73 kg","Silver Medal"
"UZB","1916","JUD","Men -81 kg","Silver Medal"
"GBR","3779","JUD","Men -90 kg","Silver Medal"
"GEO","716","JUD","Men +100 kg","Silver Medal"
"FRA","2483","JUD","Women -48 kg","Silver Medal"
"CAN","1310","JUD","Women -52 kg","Silver Medal"
"UZB","3463","JUD","Women -57 kg","Silver Medal"
"UKR","1702","JUD","Women -63 kg","Silver Medal"
"GEO","1879","JUD","Women -70 kg","Silver Medal"
"KAZ","289","JUD","Women +70 kg","Silver Medal"
"MAS","1841","PWL","Men's -107 kg","Silver Medal"
"VIE","2212","PWL","Men's -49 kg","Silver Medal"
"FRA","508","PWL","Men's -54 kg","Silver Medal"
"EGY","2972","PWL","Men's -59 kg","Silver Medal"
"IRI","1774","PWL","Men's -65 kg","Silver Medal"
"EGY","251","PWL","Men's -72 kg","Silver Medal"
"CHN","1486","PWL","Men's -80 kg","Silver Medal"
"CHN","4386","PWL","Men's -88 kg","Silver Medal"
"IRI","3733","PWL","Men's -97 kg","Silver Medal"
"IRI","3202","PWL","Men's +107 kg","Silver Medal"
"INA","4294","PWL","Women's -41 kg","Silver Medal"
"CHN","832","PWL","Women's -45 kg","Silver Medal"
"EGY","70","PWL","Women's -50 kg","Silver Medal"
"CHN","4330","PWL","Women's -55 kg","Silver Medal"
"UZB","2153","PWL","Women's -61 kg","Silver Medal"
"EGY","2951","PWL","Women's -67 kg","Silver Medal"
"CHN","4336","PWL","Women's -73 kg","Silver Medal"
"UKR","2938","PWL","Women's -79 kg","Silver Medal"
"CHN","4479","PWL","Women's -86 kg","Silver Medal"
"NGR","2909","PWL","Women's +86 kg","Silver Medal"
"AUS","1665","ROW","PR1 Men's Single Sculls - PR1M1x","Silver Medal"
"ISR","3467","ROW","PR1 Women's Single Sculls - PR1W1x","Silver Medal"
"USA","1559","ROW","PR3 Mixed Coxed Four - PR3Mix4+","Silver Medal"
"USA","2872","ROW","PR3 Mixed Coxed Four - PR3Mix4+","Silver Medal"
"USA","3133","ROW","PR3 Mixed Coxed Four - PR3Mix4+","Silver Medal"
"USA","3294","ROW","PR3 Mixed Coxed Four - PR3Mix4+","Silver Medal"
"USA","3904","ROW","PR3 Mixed Coxed Four - PR3Mix4+","Silver Medal"
"NED","913","ROW","PR2 Mixed Double Sculls - PR2Mix2x","Silver Medal"
"NED","4116","ROW","PR2 Mixed Double Sculls - PR2Mix2x","Silver Medal"
"CHN","1689","SHO","P1 - Men's 10m Air Pistol SH1","Silver Medal"
"UKR","1030","SHO","R1 - Men's 10m Air Rifle Standing SH1","Silver Medal"
"SRB","3831","SHO","R7 - Men's 50m Rifle 3 Positions SH1","Silver Medal"
"KOR","3038","SHO","R3 - Mixed 10m Air Rifle Prone SH1","Silver Medal"
"UKR","2092","SHO","R5 - Mixed 10m Air Rifle Prone SH2","Silver Medal"
"SLO","3982","SHO","R4 - Mixed 10m Air Rifle Standing SH2","Silver Medal"
"POL","3755","SHO","P3 - Mixed 25m Pistol SH1","Silver Medal"
"IND","3681","SHO","P4 - Mixed 50m Pistol SH1","Silver Medal"
"SWE","2877","SHO","R6 - Mixed 50m Rifle Prone SH1","Silver Medal"
"SRB","3515","SHO","R9 - Mixed 50m Rifle Prone SH2","Silver Medal"
"TUR","3078","SHO","P2 - Women's 10m Air Pistol SH1","Silver Medal"
"CHN","4449","SHO","R2 - Women's 10m Air Rifle Standing SH1","Silver Medal"
"GER","1631","SHO","R8 - Women's 50m Rifle 3 Positions SH1","Silver Medal"
"RPC","290","VBS","Men","Silver Medal"
"RPC","2115","VBS","Men","Silver Medal"
"RPC","2204","VBS","Men","Silver Medal"
"RPC","2623","VBS","Men","Silver Medal"
"RPC","3025","VBS","Men","Silver Medal"
"RPC","3205","VBS","Men","Silver Medal"
"RPC","3306","VBS","Men","Silver Medal"
"RPC","3518","VBS","Men","Silver Medal"
"RPC","3631","VBS","Men","Silver Medal"
"RPC","4208","VBS","Men","Silver Medal"
"RPC","4209","VBS","Men","Silver Medal"
"RPC","4505","VBS","Men","Silver Medal"
"CHN","1324","VBS","Women","Silver Medal"
"CHN","1425","VBS","Women","Silver Medal"
"CHN","1679","VBS","Women","Silver Medal"
"CHN","2385","VBS","Women","Silver Medal"
"CHN","3245","VBS","Women","Silver Medal"
"CHN","3901","VBS","Women","Silver Medal"
"CHN","4242","VBS","Women","Silver Medal"
"CHN","4251","VBS","Women","Silver Medal"
"CHN","4339","VBS","Women","Silver Medal"
"CHN","4454","VBS","Women","Silver Medal"
"CHN","4463","VBS","Women","Silver Medal"
"CHN","4471","VBS","Women","Silver Medal"
"UKR","2051","SWM","Men's 100m Backstroke - S1","Silver Medal"
"BRA","1034","SWM","Men's 100m Backstroke - S2","Silver Medal"
"ARG","905","SWM","Men's 100m Backstroke - S6","Silver Medal"
"ARG","624","SWM","Men's 100m Backstroke - S7","Silver Medal"
"ESP","2340","SWM","Men's 100m Backstroke - S8","Silver Medal"
"BLR","3621","SWM","Men's 100m Backstroke - S9","Silver Medal"
"ITA","3260","SWM","Men's 100m Backstroke - S10","Silver Medal"
"UKR","3717","SWM","Men's 100m Backstroke - S11","Silver Medal"
"UKR","2032","SWM","Men's 100m Backstroke - S12","Silver Medal"
"CAN","4062","SWM","Men's 100m Backstroke - S13","Silver Medal"
"RPC","1128","SWM","Men's 100m Backstroke - S14","Silver Medal"
"CHN","4366","SWM","Men's 100m Butterfly - S8","Silver Medal"
"ITA","328","SWM","Men's 100m Butterfly - S9","Silver Medal"
"ITA","3260","SWM","Men's 100m Butterfly - S10","Silver Medal"
"JPN","3999","SWM","Men's 100m Butterfly - S11","Silver Medal"
"GBR","759","SWM","Men's 100m Butterfly - S12","Silver Medal"
"UKR","4197","SWM","Men's 100m Butterfly - S13","Silver Medal"
"GBR","1066","SWM","Men's 100m Butterfly - S14","Silver Medal"
"COL","1278","SWM","Men's 100m Breaststroke - SB4","Silver Medal"
"ESP","3189","SWM","Men's 100m Breaststroke - SB5","Silver Medal"
"COL","817","SWM","Men's 100m Breaststroke - SB6","Silver Medal"
"RPC","1091","SWM","Men's 100m Breaststroke - SB7","Silver Medal"
"ESP","3454","SWM","Men's 100m Breaststroke - SB8","Silver Medal"
"RPC","1740","SWM","Men's 100m Breaststroke - SB9","Silver Medal"
"JPN","2011","SWM","Men's 100m Breaststroke - SB11","Silver Medal"
"UKR","1187","SWM","Men's 100m Breaststroke - SB12","Silver Medal"
"USA","32","SWM","Men's 100m Breaststroke - SB13","Silver Medal"
"AUS","2613","SWM","Men's 100m Breaststroke - SB14","Silver Medal"
"ITA","364","SWM","Men's 100m Freestyle - S4","Silver Medal"
"CHN","4243","SWM","Men's 100m Freestyle - S5","Silver Medal"
"COL","817","SWM","Men's 100m Freestyle - S6","Silver Medal"
"RPC","2849","SWM","Men's 100m Freestyle - S8","Silver Medal"
"AUS","825","SWM","Men's 100m Freestyle - S10","Silver Medal"
"UKR","4169","SWM","Men's 100m Freestyle - S12","Silver Medal"
"AUS","1945","SWM","Men's 150m Individual Medley - SM3","Silver Medal"
"ISR","867","SWM","Men's 150m Individual Medley - SM4","Silver Medal"
"CHI","2","SWM","Men's 200m Freestyle - S2","Silver Medal"
"MEX","2350","SWM","Men's 200m Freestyle - S3","Silver Medal"
"JPN","3840","SWM","Men's 200m Freestyle - S4","Silver Medal"
"ESP","3189","SWM","Men's 200m Freestyle - S5","Silver Medal"
"BRA","309","SWM","Men's 200m Freestyle - S14","Silver Medal"
"RPC","1456","SWM","Men's 200m Individual Medley - SM6","Silver Medal"
"UKR","4040","SWM","Men's 200m Individual Medley - SM7","Silver Medal"
"CHN","4334","SWM","Men's 200m Individual Medley - SM8","Silver Medal"
"AUS","1648","SWM","Men's 200m Individual Medley - SM9","Silver Medal"
"ITA","3260","SWM","Men's 200m Individual Medley - SM10","Silver Medal"
"UKR","3589","SWM","Men's 200m Individual Medley - SM11","Silver Medal"
"FRA","3196","SWM","Men's 200m Individual Medley - SM13","Silver Medal"
"BRA","309","SWM","Men's 200m Individual Medley - SM14","Silver Medal"
"ITA","1174","SWM","Men's 400m Freestyle - S6","Silver Medal"
"UKR","4040","SWM","Men's 400m Freestyle - S7","Silver Medal"
"ITA","175","SWM","Men's 400m Freestyle - S8","Silver Medal"
"FRA","994","SWM","Men's 400m Freestyle - S9","Silver Medal"
"NED","3879","SWM","Men's 400m Freestyle - S10","Silver Medal"
"JPN","3999","SWM","Men's 400m Freestyle - S11","Silver Medal"
"UKR","1325","SWM","Men's 400m Freestyle - S13","Silver Medal"
"ITA","328","SWM","Men's 4x100m Freestyle Relay - 34 Points","Silver Medal"
"ITA","753","SWM","Men's 4x100m Freestyle Relay - 34 Points","Silver Medal"
"ITA","1174","SWM","Men's 4x100m Freestyle Relay - 34 Points","Silver Medal"
"ITA","3260","SWM","Men's 4x100m Freestyle Relay - 34 Points","Silver Medal"
"AUS","763","SWM","Men's 4x100m Medley Relay - 34 Points","Silver Medal"
"AUS","1007","SWM","Men's 4x100m Medley Relay - 34 Points","Silver Medal"
"AUS","1648","SWM","Men's 4x100m Medley Relay - 34 Points","Silver Medal"
"AUS","2482","SWM","Men's 4x100m Medley Relay - 34 Points","Silver Medal"
"AUS","3192","SWM","Men's 4x100m Medley Relay - 34 Points","Silver Medal"
"UKR","2051","SWM","Men's 50m Backstroke - S1","Silver Medal"
"CHI","2","SWM","Men's 50m Backstroke - S2","Silver Medal"
"UKR","2978","SWM","Men's 50m Backstroke - S3","Silver Medal"
"CZE","3130","SWM","Men's 50m Backstroke - S4","Silver Medal"
"CHN","3395","SWM","Men's 50m Backstroke - S5","Silver Medal"
"CHN","4243","SWM","Men's 50m Butterfly - S5","Silver Medal"
"CHN","1822","SWM","Men's 50m Butterfly - S6","Silver Medal"
"UKR","4040","SWM","Men's 50m Butterfly - S7","Silver Medal"
"AUS","3054","SWM","Men's 50m Breaststroke - SB2","Silver Medal"
"ESP","2374","SWM","Men's 50m Breaststroke - SB3","Silver Medal"
"CHN","4511","SWM","Men's 50m Freestyle - S3","Silver Medal"
"JPN","3840","SWM","Men's 50m Freestyle - S4","Silver Medal"
"CHN","4414","SWM","Men's 50m Freestyle - S5","Silver Medal"
"COL","3595","SWM","Men's 50m Freestyle - S7","Silver Medal"
"RPC","3914","SWM","Men's 50m Freestyle - S9","Silver Medal"
"UKR","2119","SWM","Men's 50m Freestyle - S10","Silver Medal"
"CHN","1683","SWM","Men's 50m Freestyle - S11","Silver Medal"
"UKR","4380","SWM","Men's 50m Freestyle - S13","Silver Medal"
"JPN","4347","SWM","Women's 100m Backstroke - S2","Silver Medal"
"CHN","1826","SWM","Women's 100m Backstroke - S6","Silver Medal"
"CAN","1032","SWM","Women's 100m Backstroke - S7","Silver Medal"
"UKR","967","SWM","Women's 100m Backstroke - S8","Silver Medal"
"ESP","2474","SWM","Women's 100m Backstroke - S9","Silver Medal"
"CAN","3326","SWM","Women's 100m Backstroke - S10","Silver Medal"
"CHN","4250","SWM","Women's 100m Backstroke - S11","Silver Medal"
"RPC","3150","SWM","Women's 100m Backstroke - S12","Silver Medal"
"ITA","1382","SWM","Women's 100m Backstroke - S13","Silver Medal"
"RPC","3602","SWM","Women's 100m Backstroke - S14","Silver Medal"
"RPC","1743","SWM","Women's 100m Butterfly - S8","Silver Medal"
"USA","3709","SWM","Women's 100m Butterfly - S9","Silver Medal"
"AUS","1465","SWM","Women's 100m Butterfly - S10","Silver Medal"
"ITA","410","SWM","Women's 100m Butterfly - S13","Silver Medal"
"AUS","2268","SWM","Women's 100m Butterfly - S14","Silver Medal"
"ITA","1377","SWM","Women's 100m Breaststroke - SB4","Silver Medal"
"GBR","1569","SWM","Women's 100m Breaststroke - SB5","Silver Medal"
"CHN","2325","SWM","Women's 100m Breaststroke - SB6","Silver Medal"
"USA","2343","SWM","Women's 100m Breaststroke - SB7","Silver Medal"
"NZL","3045","SWM","Women's 100m Breaststroke - SB8","Silver Medal"
"NED","2112","SWM","Women's 100m Breaststroke - SB9","Silver Medal"
"CHN","2388","SWM","Women's 100m Breaststroke - SB11","Silver Medal"
"RPC","2372","SWM","Women's 100m Breaststroke - SB12","Silver Medal"
"GBR","3287","SWM","Women's 100m Breaststroke - SB13","Silver Medal"
"GBR","1220","SWM","Women's 100m Breaststroke - SB14","Silver Medal"
"USA","3713","SWM","Women's 100m Freestyle - S3","Silver Medal"
"CHN","4452","SWM","Women's 100m Freestyle - S5","Silver Medal"
"USA","761","SWM","Women's 100m Freestyle - S7","Silver Medal"
"ESP","1344","SWM","Women's 100m Freestyle - S9","Silver Medal"
"NED","4504","SWM","Women's 100m Freestyle - S10","Silver Medal"
"NED","551","SWM","Women's 100m Freestyle - S11","Silver Medal"
"RPC","3150","SWM","Women's 100n Freestyle - S12","Silver Medal"
"CHN","4489","SWM","Women's 150m Individual Medley - SM4","Silver Medal"
"GBR","1940","SWM","Women's 200m Freestyle - S5","Silver Medal"
"GBR","1226","SWM","Women's 200m Freestyle - S14","Silver Medal"
"CHN","704","SWM","Women's 200m Individual Medley - SM5","Silver Medal"
"UKR","2594","SWM","Women's 200m Individual Medley - SM6","Silver Medal"
"USA","2274","SWM","Women's 200m Individual Medley - SM7","Silver Medal"
"ITA","3011","SWM","Women's 200m Individual Medley - SM8","Silver Medal"
"HUN","2062","SWM","Women's 200m Individual Medley - SM9","Silver Medal"
"HUN","3027","SWM","Women's 200m Individual Medley - SM10","Silver Medal"
"CHN","593","SWM","Women's 200m Individual Medley - SM11","Silver Medal"
"USA","4405","SWM","Women's 200m Individual Medley - SM13","Silver Medal"
"GBR","1226","SWM","Women's 200m Individual Medley - SM14","Silver Medal"
"UKR","2594","SWM","Women's 400m Freestyle - S6","Silver Medal"
"ITA","3955","SWM","Women's 400m Freestyle - S7","Silver Medal"
"USA","2343","SWM","Women's 400m Freestyle - S8","Silver Medal"
"HUN","2062","SWM","Women's 400m Freestyle - S9","Silver Medal"
"HUN","3027","SWM","Women's 400m Freestyle - S10","Silver Medal"
"NED","551","SWM","Women's 400m Freestyle - S11","Silver Medal"
"ITA","1382","SWM","Women's 400m Freestyle - S13","Silver Medal"
"AUS","363","SWM","Women's 4x100m Freestyle Relay - 34 Pts","Silver Medal"
"AUS","771","SWM","Women's 4x100m Freestyle Relay - 34 Pts","Silver Medal"
"AUS","2541","SWM","Women's 4x100m Freestyle Relay - 34 Pts","Silver Medal"
"AUS","4188","SWM","Women's 4x100m Freestyle Relay - 34 Pts","Silver Medal"
"RPC","1427","SWM","Women's 4x100m Medley Relay - 34 Points","Silver Medal"
"RPC","1743","SWM","Women's 4x100m Medley Relay - 34 Points","Silver Medal"
"RPC","3012","SWM","Women's 4x100m Medley Relay - 34 Points","Silver Medal"
"RPC","3660","SWM","Women's 4x100m Medley Relay - 34 Points","Silver Medal"
"JPN","4347","SWM","Women's 50m Backstroke - S2","Silver Medal"
"GBR","671","SWM","Women's 50m Backstroke - S3","Silver Medal"
"CHN","4489","SWM","Women's 50m Backstroke - S4","Silver Medal"
"ESP","3090","SWM","Women's 50m Backstroke - S5","Silver Medal"
"ESP","1205","SWM","Women's 50m Butterfly - S5","Silver Medal"
"IRL","4067","SWM","Women's 50m Butterfly - S6","Silver Medal"
"USA","4271","SWM","Women's 50m Butterfly - S7","Silver Medal"
"RPC","579","SWM","Women's 50m Breaststroke - SB3","Silver Medal"
"ITA","4031","SWM","Women's 50m Freestyle - S4","Silver Medal"
"USA","2471","SWM","Women's 50m Freestyle - S6","Silver Medal"
"BRA","1817","SWM","Women's 50m Freestyle - S8","Silver Medal"
"NED","4504","SWM","Women's 50m Freestyle - S10","Silver Medal"
"CHN","2285","SWM","Women's 50m Freestyle - S11","Silver Medal"
"RPC","2109","SWM","Women's 50m Freestyle - S13","Silver Medal"
"BRA","371","SWM","Mixed 4x100m Freestyle Relay - 49 Points","Silver Medal"
"BRA","864","SWM","Mixed 4x100m Freestyle Relay - 49 Points","Silver Medal"
"BRA","1411","SWM","Mixed 4x100m Freestyle Relay - 49 Points","Silver Medal"
"BRA","2509","SWM","Mixed 4x100m Freestyle Relay - 49 Points","Silver Medal"
"AUS","419","SWM","Mixed 4x100m Freestyle Relay - S14","Silver Medal"
"AUS","1555","SWM","Mixed 4x100m Freestyle Relay - S14","Silver Medal"
"AUS","2556","SWM","Mixed 4x100m Freestyle Relay - S14","Silver Medal"
"AUS","3791","SWM","Mixed 4x100m Freestyle Relay - S14","Silver Medal"
"ITA","364","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Silver Medal"
"ITA","460","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Silver Medal"
"ITA","1174","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Silver Medal"
"ITA","3881","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Silver Medal"
"ITA","3955","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Silver Medal"
"ITA","4031","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Silver Medal"
"KOR","1991","TTE","Men's Singles - Class 1","Silver Medal"
"POL","842","TTE","Men's Singles - Class 2","Silver Medal"
"GER","3546","TTE","Men's Singles - Class 3","Silver Medal"
"KOR","2007","TTE","Men's Singles - Class 4","Silver Medal"
"CHN","613","TTE","Men's Singles - Class 5","Silver Medal"
"DEN","3381","TTE","Men's Singles - Class 6","Silver Medal"
"GBR","354","TTE","Men's Singles - Class 7","Silver Medal"
"UKR","995","TTE","Men's Singles - Class 8","Silver Medal"
"AUS","2389","TTE","Men's Singles - Class 9","Silver Medal"
"FRA","469","TTE","Men's Singles - Class 10","Silver Medal"
"AUS","4211","TTE","Men's Singles - Class 11","Silver Medal"
"KOR","664","TTE","Men's Team - Classes 1-2","Silver Medal"
"KOR","1991","TTE","Men's Team - Classes 1-2","Silver Medal"
"KOR","3037","TTE","Men's Team - Classes 1-2","Silver Medal"
"GER","549","TTE","Men's Team - Class 3","Silver Medal"
"GER","3546","TTE","Men's Team - Class 3","Silver Medal"
"KOR","282","TTE","Men's Team - Class 4-5","Silver Medal"
"KOR","1994","TTE","Men's Team - Class 4-5","Silver Medal"
"KOR","2007","TTE","Men's Team - Class 4-5","Silver Medal"
"GBR","354","TTE","Men's Team - Classes 6-7","Silver Medal"
"GBR","1901","TTE","Men's Team - Classes 6-7","Silver Medal"
"UKR","995","TTE","Men's Team - Class 8","Silver Medal"
"UKR","2852","TTE","Men's Team - Class 8","Silver Medal"
"AUS","806","TTE","Men's Team - Class 9-10","Silver Medal"
"AUS","2389","TTE","Men's Team - Class 9-10","Silver Medal"
"AUS","3083","TTE","Men's Team - Class 9-10","Silver Medal"
"KOR","3586","TTE","Women's Singles - Classes 1-2","Silver Medal"
"SVK","1896","TTE","Women's Singles - Class 3","Silver Medal"
"IND","3047","TTE","Women's Singles - Class 4","Silver Medal"
"CHN","3018","TTE","Women's Singles - Class 5","Silver Medal"
"RPC","127","TTE","Women's Singles - Class 6","Silver Medal"
"RPC","3435","TTE","Women's Singles - Class 7","Silver Medal"
"CHN","1687","TTE","Women's Singles - Class 8","Silver Medal"
"CHN","4333","TTE","Women's Singles - Class 9","Silver Medal"
"BRA","799","TTE","Women's Singles - Class 10","Silver Medal"
"FRA","1210","TTE","Women's Singles - Class 11","Silver Medal"
"KOR","2234","TTE","Women's Team - Classes 1-3","Silver Medal"
"KOR","3586","TTE","Women's Team - Classes 1-3","Silver Medal"
